,Epoch,Learning Rate,Layers,Accuracy
0,100.0,0.001,10.0,0.7369108049311095
1,100.0,0.0005179474679231213,10.0,0.7289340101522843
2,100.0,0.001,9.0,0.7341551849166063
3,100.0,0.0005179474679231213,9.0,0.7298042059463379
4,100.0,0.00026826957952797245,9.0,0.7244379985496737
5,100.0,0.00013894954943731373,9.0,0.7357505438723713
6,100.0,7.196856730011514e-05,9.0,0.7366207396664249
7,100.0,0.001,8.0,0.7341551849166063
8,100.0,0.0005179474679231213,8.0,0.7025380710659899
9,100.0,0.00026826957952797245,8.0,0.7182015953589558
10,100.0,0.001,7.0,0.7060188542422045
11,100.0,0.0005179474679231213,7.0,0.7306744017403916
12,100.0,0.00026826957952797245,7.0,0.7213923132704858
13,100.0,0.001,6.0,0.7348803480783176
14,100.0,0.0005179474679231213,6.0,0.49572153734590285
15,100.0,0.001,5.0,0.731399564902103
16,100.0,0.0005179474679231213,5.0,0.7369108049311095
17,100.0,0.001,4.0,0.7244379985496737
18,100.0,0.0005179474679231213,4.0,0.49572153734590285
19,100.0,0.001,3.0,0.49572153734590285
20,100.0,0.0005179474679231213,3.0,0.49572153734590285
21,100.0,0.00026826957952797245,3.0,0.49572153734590285
22,100.0,0.00013894954943731373,3.0,0.49572153734590285
23,100.0,7.196856730011514e-05,3.0,0.69108049311095
24,100.0,3.727593720314938e-05,3.0,0.7010877447425671
25,100.0,0.001,2.0,0.49572153734590285
26,100.0,0.0005179474679231213,2.0,0.49572153734590285
27,100.0,0.00026826957952797245,2.0,0.7231327048585932
28,100.0,0.00013894954943731373,2.0,0.724583031182016
29,100.0,0.001,1.0,0.7124002900652647
30,100.0,0.0005179474679231213,1.0,0.6542422044960116
31,31.622776601683793,0.001,10.0,0.719361856417694
32,31.622776601683793,0.0005179474679231213,10.0,0.7300942712110224
33,31.622776601683793,0.00026826957952797245,10.0,0.7335750543872371
34,31.622776601683793,0.00013894954943731373,10.0,0.6574329224075417
35,31.622776601683793,0.001,9.0,0.7338651196519217
36,31.622776601683793,0.0005179474679231213,9.0,0.6554024655547498
37,31.622776601683793,0.001,8.0,0.730384336475707
38,31.622776601683793,0.0005179474679231213,8.0,0.7311094996374184
39,31.622776601683793,0.00026826957952797245,8.0,0.7269035532994924
40,31.622776601683793,0.001,7.0,0.6388687454677302
41,31.622776601683793,0.0005179474679231213,7.0,0.7190717911530095
42,31.622776601683793,0.00026826957952797245,7.0,0.7300942712110224
43,31.622776601683793,0.001,6.0,0.6990572878897752
44,31.622776601683793,0.0005179474679231213,6.0,0.7312545322697607
45,31.622776601683793,0.00026826957952797245,6.0,0.7306744017403916
46,31.622776601683793,0.001,5.0,0.7240029006526468
47,31.622776601683793,0.0005179474679231213,5.0,0.7231327048585932
48,31.622776601683793,0.001,4.0,0.6961566352429297
49,31.622776601683793,0.0005179474679231213,4.0,0.731399564902103
50,31.622776601683793,0.00026826957952797245,4.0,0.7213923132704858
51,31.622776601683793,0.00013894954943731373,4.0,0.49572153734590285
52,31.622776601683793,0.001,3.0,0.49572153734590285
53,31.622776601683793,0.0005179474679231213,3.0,0.49572153734590285
54,31.622776601683793,0.00026826957952797245,3.0,0.49572153734590285
55,31.622776601683793,0.00013894954943731373,3.0,0.7135605511240029
56,31.622776601683793,7.196856730011514e-05,3.0,0.6480058013052937
57,31.622776601683793,0.001,2.0,0.7234227701232777
58,31.622776601683793,0.0005179474679231213,2.0,0.49572153734590285
59,31.622776601683793,0.001,1.0,0.5286439448875997
60,31.622776601683793,0.0005179474679231213,1.0,0.5051486584481508
61,10.0,0.001,10.0,0.7322697606961567
62,10.0,0.0005179474679231213,10.0,0.7212472806381436
63,10.0,0.001,9.0,0.7270485859318346
64,10.0,0.0005179474679231213,9.0,0.6783176214648295
65,10.0,0.001,8.0,0.7318346627991298
66,10.0,0.0005179474679231213,8.0,0.7280638143582306
67,10.0,0.00026826957952797245,8.0,0.7079042784626541
68,10.0,0.001,7.0,0.7176214648295867
69,10.0,0.0005179474679231213,7.0,0.72356780275562
70,10.0,0.001,6.0,0.6817984046410442
71,10.0,0.0005179474679231213,6.0,0.7298042059463379
72,10.0,0.001,5.0,0.49572153734590285
73,10.0,0.0005179474679231213,5.0,0.7254532269760696
74,10.0,0.00026826957952797245,5.0,0.7119651921682378
75,10.0,0.001,4.0,0.49572153734590285
76,10.0,0.0005179474679231213,4.0,0.7199419869470631
77,10.0,0.00026826957952797245,4.0,0.49572153734590285
78,10.0,0.001,3.0,0.49572153734590285
79,10.0,0.0005179474679231213,3.0,0.49572153734590285
80,10.0,0.00026826957952797245,3.0,0.5656272661348803
81,10.0,0.00013894954943731373,3.0,0.6652646845540247
82,10.0,7.196856730011514e-05,3.0,0.6091370558375635
83,10.0,3.727593720314938e-05,3.0,0.6551124002900652
84,10.0,0.001,2.0,0.49572153734590285
85,10.0,0.0005179474679231213,2.0,0.49731689630166787
86,10.0,0.00026826957952797245,2.0,0.5051486584481508
87,10.0,0.00013894954943731373,2.0,0.5119651921682379
88,10.0,7.196856730011514e-05,2.0,0.49586656997824513
89,10.0,0.001,1.0,0.5479332849891225
90,10.0,0.0005179474679231213,1.0,0.6867295141406816
91,3.1622776601683795,0.001,10.0,0.6126178390137781
92,3.1622776601683795,0.0005179474679231213,10.0,0.6321972443799855
93,3.1622776601683795,0.00026826957952797245,10.0,0.6237853517041334
94,3.1622776601683795,0.001,9.0,0.6303118201595359
95,3.1622776601683795,0.0005179474679231213,9.0,0.5881073241479333
96,3.1622776601683795,0.001,8.0,0.6417693981145758
97,3.1622776601683795,0.0005179474679231213,8.0,0.6062364031907179
98,3.1622776601683795,0.001,7.0,0.49615663524292963
99,3.1622776601683795,0.0005179474679231213,7.0,0.6037708484408992
100,3.1622776601683795,0.001,6.0,0.5926033357505439
101,3.1622776601683795,0.0005179474679231213,6.0,0.5950688905003626
102,3.1622776601683795,0.001,5.0,0.581725888324873
103,3.1622776601683795,0.0005179474679231213,5.0,0.5103698332124728
104,3.1622776601683795,0.001,4.0,0.5457577955039884
105,3.1622776601683795,0.0005179474679231213,4.0,0.49572153734590285
106,3.1622776601683795,0.00026826957952797245,4.0,0.49572153734590285
107,3.1622776601683795,0.00013894954943731373,4.0,0.49572153734590285
108,3.1622776601683795,0.001,3.0,0.49572153734590285
109,3.1622776601683795,0.0005179474679231213,3.0,0.5042784626540971
110,3.1622776601683795,0.00026826957952797245,3.0,0.5042784626540971
111,3.1622776601683795,0.001,2.0,0.49586656997824513
112,3.1622776601683795,0.0005179474679231213,2.0,0.49572153734590285
113,3.1622776601683795,0.001,1.0,0.5731689630166787
114,3.1622776601683795,0.0005179474679231213,1.0,0.5022480058013052
115,1.0,0.001,10.0,0.49572153734590285
116,1.0,0.0005179474679231213,10.0,0.5042784626540971
117,1.0,0.00026826957952797245,10.0,0.6037708484408992
118,1.0,0.001,9.0,0.49572153734590285
119,1.0,0.0005179474679231213,9.0,0.5854967367657723
120,1.0,0.001,8.0,0.49572153734590285
121,1.0,0.0005179474679231213,8.0,0.49572153734590285
122,1.0,0.00026826957952797245,8.0,0.5885424220449601
123,1.0,0.00013894954943731373,8.0,0.5042784626540971
124,1.0,0.001,7.0,0.5902828136330674
125,1.0,0.0005179474679231213,7.0,0.6092820884699057
126,1.0,0.001,6.0,0.5042784626540971
127,1.0,0.0005179474679231213,6.0,0.5042784626540971
128,1.0,0.001,5.0,0.5897026831036983
129,1.0,0.0005179474679231213,5.0,0.5042784626540971
130,1.0,0.00026826957952797245,5.0,0.5042784626540971
131,1.0,0.00013894954943731373,5.0,0.5042784626540971
132,1.0,7.196856730011514e-05,5.0,0.49572153734590285
133,1.0,0.001,4.0,0.5667875271936186
134,1.0,0.0005179474679231213,4.0,0.49572153734590285
135,1.0,0.001,3.0,0.5445975344452502
136,1.0,0.0005179474679231213,3.0,0.49572153734590285
137,1.0,0.001,2.0,0.5042784626540971
138,1.0,0.0005179474679231213,2.0,0.5042784626540971
139,1.0,0.001,1.0,0.5044234952864395
140,1.0,0.0005179474679231213,1.0,0.5344452501812907
141,1.0,0.00026826957952797245,1.0,0.5052936910804932
